"AFG99391","566","Human","HA","H3N2","Singapore","T","1989","Influenza A virus (A/Singapore/40/1989(H3N2))","","","","c"
"AFH00296","566","Human","HA","H3N2","Singapore","T","1989","Influenza A virus (A/Singapore/36/1989(H3N2))","","","","c"
"ABB04906","566","Human","HA","H3N2","Hong Kong","N","1992","Influenza A virus (A/Hong Kong/14/1992(H3N2))","","","","c"
"AFG99358","566","Human","HA","H3N2","Singapore","T","1993/01/06","Influenza A virus (A/Singapore/3/1993(H3N2))","","","","c"
"AFG72449","566","Human","HA","H3N2","Singapore","T","1993/12/21","Influenza A virus (A/Singapore/19/1993(H3N2))","","","","c"
"AFG72515","566","Human","HA","H3N2","Hong Kong","N","1994/06/01","Influenza A virus (A/Hong Kong/1/1994(H3N2))","","","","c"
"AFG72526","566","Human","HA","H3N2","Hong Kong","N","1994/06/01","Influenza A virus (A/Hong Kong/2/1994(H3N2))","","","","c"
"AFG72537","566","Human","HA","H3N2","Hong Kong","N","1994/07/26","Influenza A virus (A/Hong Kong/55/1994(H3N2))","","","","c"
"AFH00329","566","Human","HA","H3N2","Hong Kong","N","1994/08/02","Influenza A virus (A/Hong Kong/56/1994(H3N2))","","","","c"
"AFH00395","566","Human","HA","H3N2","Hong Kong","N","1995/01/24","Influenza A virus (A/Hong Kong/3/1995(H3N2))","","","","c"
"AFG72592","566","Human","HA","H3N2","Hong Kong","N","1995/03/01","Influenza A virus (A/Hong Kong/32/1995(H3N2))","","","","c"
"AFJ77408","566","Human","HA","H3N2","Malaysia","T","1995/07/03","Influenza A virus (A/Malaysia/07145/1995(H3N2))","","","","c"
"AFG72603","566","Human","HA","H3N2","Hong Kong","N","1995/08/01","Influenza A virus (A/Hong Kong/38/1995(H3N2))","","","","c"
"AFH00406","566","Human","HA","H3N2","Hong Kong","N","1995/09/01","Influenza A virus (A/Hong Kong/49/1995(H3N2))","","","","c"
"AFJ77419","566","Human","HA","H3N2","Malaysia","T","1995/09/27","Influenza A virus (A/Malaysia/07831/1995(H3N2))","","","","c"
"AFJ77430","566","Human","HA","H3N2","Malaysia","T","1995/09/27","Influenza A virus (A/Malaysia/07832/1995(H3N2))","","","","c"
"AFG72614","566","Human","HA","H3N2","Hong Kong","N","1995/10/12","Influenza A virus (A/Hong Kong/55/1995(H3N2))","","","","c"
"AFG72680","566","Human","HA","H3N2","Singapore","T","1996/02/12","Influenza A virus (A/Singapore/1/1996(H3N2))","","","","c"
"AFH00450","566","Human","HA","H3N2","Hong Kong","N","1996/02/24","Influenza A virus (A/Hong Kong/20/1996(H3N2))","","","","c"
"AFH00461","566","Human","HA","H3N2","Hong Kong","N","1996/03/04","Influenza A virus (A/Hong Kong/42/1996(H3N2))","","","","c"
"AFJ74396","566","Human","HA","H3N2","Malaysia","T","1996/05/24","Influenza A virus (A/Malaysia/10081/1996(H3N2))","","","","c"
"AFJ74407","566","Human","HA","H3N2","Malaysia","T","1996/05/30","Influenza A virus (A/Malaysia/10135/1996(H3N2))","","","","c"
"AFJ77440","566","Human","HA","H3N2","Malaysia","T","1996/06/19","Influenza A virus (A/Malaysia/10111/1996(H3N2))","","","","c"
"AFJ77451","566","Human","HA","H3N2","Malaysia","T","1996/07/02","Influenza A virus (A/Malaysia/10360/1996(H3N2))","","","","c"
"AFJ77462","566","Human","HA","H3N2","Malaysia","T","1996/07/03","Influenza A virus (A/Malaysia/10370/1996(H3N2))","","","","c"
"AFH00472","566","Human","HA","H3N2","Hong Kong","N","1996/07/19","Influenza A virus (A/Hong Kong/357/1996(H3N2))","","","","c"
"AFH00483","566","Human","HA","H3N2","Hong Kong","N","1996/07/19","Influenza A virus (A/Hong Kong/358/1996(H3N2))","","","","c"
"AFJ74418","566","Human","HA","H3N2","Malaysia","T","1996/08/26","Influenza A virus (A/Malaysia/10675/1996(H3N2))","","","","c"
"AFJ77484","566","Human","HA","H3N2","Malaysia","T","1996/09/02","Influenza A virus (A/Malaysia/10717/1996(H3N2))","","","","c"
"AFJ77473","566","Human","HA","H3N2","Malaysia","T","1996/09/13","Influenza A virus (A/Malaysia/10807/1996(H3N2))","","","","c"
"AFJ74427","566","Human","HA","H3N2","Malaysia","T","1996/09/16","Influenza A virus (A/Malaysia/10816/1996(H3N2))","","","","c"
"AFJ74437","566","Human","HA","H3N2","Malaysia","T","1996/09/25","Influenza A virus (A/Malaysia/10879/1996(H3N2))","","","","c"
"AFJ77495","566","Human","HA","H3N2","Malaysia","T","1996/09/25","Influenza A virus (A/Malaysia/10877/1996(H3N2))","","","","c"
"AFH00494","566","Human","HA","H3N2","Hong Kong","N","1996/10/02","Influenza A virus (A/Hong Kong/434/1996(H3N2))","","","","c"
"AFJ74448","566","Human","HA","H3N2","Malaysia","T","1996/10/14","Influenza A virus (A/Malaysia/10970/1996(H3N2))","","","","c"
"AFJ77506","566","Human","HA","H3N2","Malaysia","T","1996/10/14","Influenza A virus (A/Malaysia/10969/1996(H3N2))","","","","c"
"AFJ77517","566","Human","HA","H3N2","Malaysia","T","1996/10/18","Influenza A virus (A/Malaysia/10997/1996(H3N2))","","","","c"
"AFJ77528","566","Human","HA","H3N2","Malaysia","T","1996/12/24","Influenza A virus (A/Malaysia/11473/1996(H3N2))","","","","c"
"AFG72691","566","Human","HA","H3N2","Hong Kong","N","1997","Influenza A virus (A/Hong Kong/1/1997(H3N2))","","","","c"
"ACF36369","566","Human","HA","H3N2","Hong Kong","N","1997/03/10","Influenza A virus (A/Hong Kong/CUHK4147/1997(H3N2))","","","","c"
"AFJ78320","566","Human","HA","H3N2","Malaysia","T","1997/03/14","Influenza A virus (A/Malaysia/12106/1997(H3N2))","","","","c"
"AFJ77539","566","Human","HA","H3N2","Malaysia","T","1997/03/18","Influenza A virus (A/Malaysia/12132/1997(H3N2))","","","","c"
"ACF36379","566","Human","HA","H3N2","Hong Kong","N","1997/04/02","Influenza A virus (A/Hong Kong/CUHK4529/1997(H3N2))","","","","c"
"AFJ77550","565","Human","HA","H3N2","Malaysia","T","1997/05/10","Influenza A virus (A/Malaysia/12550/1997(H3N2))","","","","c"
"AFJ77561","566","Human","HA","H3N2","Malaysia","T","1997/06/02","Influenza A virus (A/Malaysia/12726/1997(H3N2))","","","","c"
"ACF36214","566","Human","HA","H3N2","Hong Kong","N","1997/06/03","Influenza A virus (A/Hong Kong/CUHK12626/1997(H3N2))","","","","c"
"AFJ77572","565","Human","HA","H3N2","Malaysia","T","1997/06/06","Influenza A virus (A/Malaysia/12766/1997(H3N2))","","","","c"
"AFJ77583","566","Human","HA","H3N2","Malaysia","T","1997/06/17","Influenza A virus (A/Malaysia/12904/1997(H3N2))","","","","c"
"AFG72702","566","Human","HA","H3N2","Hong Kong","N","1997/06/20","Influenza A virus (A/Hong Kong/280/1997(H3N2))","","","","c"
"AFJ77594","566","Human","HA","H3N2","Malaysia","T","1997/06/20","Influenza A virus (A/Malaysia/12942/1997(H3N2))","","","","c"
"AFJ77605","566","Human","HA","H3N2","Malaysia","T","1997/06/24","Influenza A virus (A/Malaysia/12974/1997(H3N2))","","","","c"
"AFJ77616","566","Human","HA","H3N2","Malaysia","T","1997/06/24","Influenza A virus (A/Malaysia/12990/1997(H3N2))","","","","c"
"AFJ77627","566","Human","HA","H3N2","Malaysia","T","1997/06/27","Influenza A virus (A/Malaysia/13002/1997(H3N2))","","","","c"
"AFJ77638","566","Human","HA","H3N2","Malaysia","T","1997/07/07","Influenza A virus (A/Malaysia/13094/1997(H3N2))","","","","c"
"AFJ74470","566","Human","HA","H3N2","Malaysia","T","1997/07/24","Influenza A virus (A/Malaysia/13241/1997(H3N2))","","","","c"
"AFJ77649","566","Human","HA","H3N2","Malaysia","T","1997/07/24","Influenza A virus (A/Malaysia/13246/1997(H3N2))","","","","c"
"AFJ74481","566","Human","HA","H3N2","Malaysia","T","1997/08/02","Influenza A virus (A/Malaysia/13328/1997(H3N2))","","","","c"
"AFJ74492","566","Human","HA","H3N2","Malaysia","T","1997/08/02","Influenza A virus (A/Malaysia/13329/1997(H3N2))","","","","c"
"AFJ74535","566","Human","HA","H3N2","Malaysia","T","1997/08/06","Influenza A virus (A/Malaysia/13381/1997(H3N2))","","","","c"
"ACF36267","566","Human","HA","H3N2","Hong Kong","N","1997/08/13","Influenza A virus (A/Hong Kong/CUHK20992/1997(H3N2))","","","","c"
"ACF36286","566","Human","HA","H3N2","Hong Kong","N","1997/08/19","Influenza A virus (A/Hong Kong/CUHK22048/1997(H3N2))","","","","c"
"AFJ74503","566","Human","HA","H3N2","Malaysia","T","1997/12/06","Influenza A virus (A/Malaysia/14590/1997(H3N2))","","","","c"
"AFJ74514","566","Human","HA","H3N2","Malaysia","T","1997/12/20","Influenza A virus (A/Malaysia/14712/1997(H3N2))","","","","c"
"ACF36367","566","Human","HA","H3N2","Hong Kong","N","1997/12/25","Influenza A virus (A/Hong Kong/CUHK41222/1997(H3N2))","","","","c"
"ACF36371","566","Human","HA","H3N2","Hong Kong","N","1997/12/30","Influenza A virus (A/Hong Kong/CUHK41757/1997(H3N2))","","","","c"
"ACF36184","566","Human","HA","H3N2","Hong Kong","N","1998/01/04","Influenza A virus (A/Hong Kong/CUHK10186/1998(H3N2))","","","","c"
"ACF36188","566","Human","HA","H3N2","Hong Kong","N","1998/01/12","Influenza A virus (A/Hong Kong/CUHK10537/1998(H3N2))","","","","c"
"ACF36192","566","Human","HA","H3N2","Hong Kong","N","1998/01/16","Influenza A virus (A/Hong Kong/CUHK10660/1998(H3N2))","","","","c"
"AFJ77660","566","Human","HA","H3N2","Malaysia","T","1998/05/25","Influenza A virus (A/Malaysia/17230/1998(H3N2))","","","","c"
"AFJ74525","566","Human","HA","H3N2","Malaysia","T","1998/05/29","Influenza A virus (A/Malaysia/17276/1998(H3N2))","","","","c"
"AFJ77682","566","Human","HA","H3N2","Malaysia","T","1998/06/15","Influenza A virus (A/Malaysia/17392/1998(H3N2))","","","","c"
"AFJ77671","566","Human","HA","H3N2","Malaysia","T","1998/06/19","Influenza A virus (A/Malaysia/17332/1998(H3N2))","","","","c"
"AFJ77693","566","Human","HA","H3N2","Malaysia","T","1998/08/09","Influenza A virus (A/Malaysia/17998/1998(H3N2))","","","","c"
"ACF36240","566","Human","HA","H3N2","Hong Kong","N","1998/08/16","Influenza A virus (A/Hong Kong/CUHK17697/1998(H3N2))","","","","c"
"AFJ77715","566","Human","HA","H3N2","Malaysia","T","1998/09/21","Influenza A virus (A/Malaysia/18121/1998(H3N2))","","","","c"
"AFJ77726","566","Human","HA","H3N2","Malaysia","T","1998/09/21","Influenza A virus (A/Malaysia/18128/1998(H3N2))","","","","c"
"ACF36251","566","Human","HA","H3N2","Hong Kong","N","1998/10/03","Influenza A virus (A/Hong Kong/CUHK18886/1998(H3N2))","","","","c"
"AAK62039","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1143/99(H3N2))","","c"
"AAK62040","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1144/1999(H3N2))","","c"
"AAK62041","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1179/1999(H3N2))","","c"
"AAK62042","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1180/1999(H3N2))","","c"
"AAK62043","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1182/99(H3N2))","","c"
"AAK63817","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1143/99(H3N2))","","c"
"AAK63819","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1144/1999(H3N2))","","c"
"AAK63821","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1179/1999(H3N2))","","c"
"AAK63823","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1180/1999(H3N2))","","c"
"AAK63825","566","Human","HA","H3N2","Hong Kong","N","1999","Influenza A virus (A/Hong Kong/1182/99(H3N2))","","c"
"ACF36180","566","Human","HA","H3N2","Hong Kong","N","1999/01/07","Influenza A virus (A/Hong Kong/CUHK10100/1999(H3N2))","","","","c"
"ACF36181","566","Human","HA","H3N2","Hong Kong","N","1999/01/08","Influenza A virus (A/Hong Kong/CUHK10132/1999(H3N2))","","","","c"
"ACF36183","566","Human","HA","H3N2","Hong Kong","N","1999/01/09","Influenza A virus (A/Hong Kong/CUHK10151/1999(H3N2))","","","","c"
"AFJ77704","566","Human","HA","H3N2","Malaysia","T","1999/01/22","Influenza A virus (A/Malaysia/10759/1999(H3N2))","","","","c"
"ACF36197","566","Human","HA","H3N2","Hong Kong","N","1999/02/09","Influenza A virus (A/Hong Kong/CUHK11163/1999(H3N2))","","","","c"
"ACF36198","566","Human","HA","H3N2","Hong Kong","N","1999/02/10","Influenza A virus (A/Hong Kong/CUHK11230/1999(H3N2))","","","","c"
"ACF36199","566","Human","HA","H3N2","Hong Kong","N","1999/02/11","Influenza A virus (A/Hong Kong/CUHK11237/1999(H3N2))","","","","c"
"ACF36200","566","Human","HA","H3N2","Hong Kong","N","1999/02/11","Influenza A virus (A/Hong Kong/CUHK11241/1999(H3N2))","","","","c"
"ACF36205","566","Human","HA","H3N2","Hong Kong","N","1999/03/24","Influenza A virus (A/Hong Kong/CUHK12312/1999(H3N2))","","","","c"
"ACF36212","566","Human","HA","H3N2","Hong Kong","N","1999/04/02","Influenza A virus (A/Hong Kong/CUHK12572/1999(H3N2))","","","","c"
"ACF36213","566","Human","HA","H3N2","Hong Kong","N","1999/04/04","Influenza A virus (A/Hong Kong/CUHK12580/1999(H3N2))","","","","c"
"ACF36216","566","Human","HA","H3N2","Hong Kong","N","1999/04/14","Influenza A virus (A/Hong Kong/CUHK12897/1999(H3N2))","","","","c"
"ACF36231","566","Human","HA","H3N2","Hong Kong","N","1999/05/15","Influenza A virus (A/Hong Kong/CUHK13763/1999(H3N2))","","","","c"
"ACF36232","566","Human","HA","H3N2","Hong Kong","N","1999/06/11","Influenza A virus (A/Hong Kong/CUHK14627/1999(H3N2))","","","","c"
"ACF36233","566","Human","HA","H3N2","Hong Kong","N","1999/06/13","Influenza A virus (A/Hong Kong/CUHK14672/1999(H3N2))","","","","c"
"ACF36234","566","Human","HA","H3N2","Hong Kong","N","1999/06/20","Influenza A virus (A/Hong Kong/CUHK14875/1999(H3N2))","","","","c"
"ACF36330","566","Human","HA","H3N2","Hong Kong","N","1999/07/03","Influenza A virus (A/Hong Kong/CUHK30314/1999(H3N2))","","","","c"
"ACF36332","566","Human","HA","H3N2","Hong Kong","N","1999/07/06","Influenza A virus (A/Hong Kong/CUHK30423/1999(H3N2))","","","","c"
"ACF36333","566","Human","HA","H3N2","Hong Kong","N","1999/07/12","Influenza A virus (A/Hong Kong/CUHK30605/1999(H3N2))","","","","c"
"ACF36334","566","Human","HA","H3N2","Hong Kong","N","1999/08/04","Influenza A virus (A/Hong Kong/CUHK31421/1999(H3N2))","","","","c"
"ACF36338","566","Human","HA","H3N2","Hong Kong","N","1999/09/20","Influenza A virus (A/Hong Kong/CUHK32796/1999(H3N2))","","","","c"
"ACF36348","566","Human","HA","H3N2","Hong Kong","N","1999/10/27","Influenza A virus (A/Hong Kong/CUHK33829/1999(H3N2))","","","","c"
"ACF36356","566","Human","HA","H3N2","Hong Kong","N","1999/11/09","Influenza A virus (A/Hong Kong/CUHK34193/1999(H3N2))","","","","c"
"ACF36262","566","Human","HA","H3N2","Hong Kong","N","2000/01/12","Influenza A virus (A/Hong Kong/CUHK20294/2000(H3N2))","","","","c"
"ACF36263","566","Human","HA","H3N2","Hong Kong","N","2000/01/12","Influenza A virus (A/Hong Kong/CUHK20300/2000(H3N2))","","","","c"
"ACF36269","566","Human","HA","H3N2","Hong Kong","N","2000/02/06","Influenza A virus (A/Hong Kong/CUHK21128/2000(H3N2))","","","","c"
"ACF36287","566","Human","HA","H3N2","Hong Kong","N","2000/03/01","Influenza A virus (A/Hong Kong/CUHK22072/2000(H3N2))","","","","c"
"ACF36288","566","Human","HA","H3N2","Hong Kong","N","2000/03/02","Influenza A virus (A/Hong Kong/CUHK22078/2000(H3N2))","","","","c"
"ACF36289","566","Human","HA","H3N2","Hong Kong","N","2000/03/02","Influenza A virus (A/Hong Kong/CUHK22087/2000(H3N2))","","","","c"
"ACF36290","566","Human","HA","H3N2","Hong Kong","N","2000/03/04","Influenza A virus (A/Hong Kong/CUHK22162/2000(H3N2))","","","","c"
"ACF36291","566","Human","HA","H3N2","Hong Kong","N","2000/03/05","Influenza A virus (A/Hong Kong/CUHK22163/2000(H3N2))","","","","c"
"ACF36319","566","Human","HA","H3N2","Hong Kong","N","2000/07/29","Influenza A virus (A/Hong Kong/CUHK26969/2000(H3N2))","","","","c"
"ACF36321","566","Human","HA","H3N2","Hong Kong","N","2000/08/05","Influenza A virus (A/Hong Kong/CUHK27157/2000(H3N2))","","","","c"
"ACF36322","566","Human","HA","H3N2","Hong Kong","N","2000/08/06","Influenza A virus (A/Hong Kong/CUHK27183/2000(H3N2))","","","","c"
"ACF36323","566","Human","HA","H3N2","Hong Kong","N","2000/08/11","Influenza A virus (A/Hong Kong/CUHK27348/2000(H3N2))","","","","c"
"ACF36324","566","Human","HA","H3N2","Hong Kong","N","2000/08/12","Influenza A virus (A/Hong Kong/CUHK27374/2000(H3N2))","","","","c"
"ACF36326","566","Human","HA","H3N2","Hong Kong","N","2000/09/03","Influenza A virus (A/Hong Kong/CUHK28040/2000(H3N2))","","","","c"
"ACF36327","566","Human","HA","H3N2","Hong Kong","N","2000/09/04","Influenza A virus (A/Hong Kong/CUHK28044/2000(H3N2))","","","","c"
"ACF36328","566","Human","HA","H3N2","Hong Kong","N","2000/09/10","Influenza A virus (A/Hong Kong/CUHK28278/2000(H3N2))","","","","c"
"ACF36401","566","Human","HA","H3N2","Hong Kong","N","2000/12/08","Influenza A virus (A/Hong Kong/CUHK52247/2000(H3N2))","","","","c"
"AEX35219","566","Human","HA","H3N2","Viet Nam","T","2001","Influenza A virus (A/HaNoi/1766/2001(H3N2))","","","","c"
"ACF36218","566","Human","HA","H3N2","Hong Kong","N","2001/03/06","Influenza A virus (A/Hong Kong/CUHK13048/2001(H3N2))","","","","c"
"ACF36220","566","Human","HA","H3N2","Hong Kong","N","2001/03/07","Influenza A virus (A/Hong Kong/CUHK13172/2001(H3N2))","","","","c"
"ACF36228","566","Human","HA","H3N2","Hong Kong","N","2001/03/16","Influenza A virus (A/Hong Kong/CUHK13510/2001(H3N2))","","","","c"
"ACF36230","566","Human","HA","H3N2","Hong Kong","N","2001/03/20","Influenza A virus (A/Hong Kong/CUHK13658/2001(H3N2))","","","","c"
"ACF36272","566","Human","HA","H3N2","Hong Kong","N","2001/04/04","Influenza A virus (A/Hong Kong/CUHK21226/2001(H3N2))","","","","c"
"ACF36275","566","Human","HA","H3N2","Hong Kong","N","2001/04/11","Influenza A virus (A/Hong Kong/CUHK21421/2001(H3N2))","","","","c"
"ACF36277","566","Human","HA","H3N2","Hong Kong","N","2001/04/20","Influenza A virus (A/Hong Kong/CUHK21675/2001(H3N2))","","","","c"
"ACF36279","566","Human","HA","H3N2","Hong Kong","N","2001/04/21","Influenza A virus (A/Hong Kong/CUHK21733/2001(H3N2))","","","","c"
"ACF36280","566","Human","HA","H3N2","Hong Kong","N","2001/04/21","Influenza A virus (A/Hong Kong/CUHK21734/2001(H3N2))","","","","c"
"ACF36282","566","Human","HA","H3N2","Hong Kong","N","2001/04/26","Influenza A virus (A/Hong Kong/CUHK21891/2001(H3N2))","","","","c"
"ACF36283","566","Human","HA","H3N2","Hong Kong","N","2001/04/27","Influenza A virus (A/Hong Kong/CUHK21932/2001(H3N2))","","","","c"
"ACF36297","566","Human","HA","H3N2","Hong Kong","N","2001/05/28","Influenza A virus (A/Hong Kong/CUHK22888/2001(H3N2))","","","","c"
"ACF36310","566","Human","HA","H3N2","Hong Kong","N","2001/07/15","Influenza A virus (A/Hong Kong/CUHK24510/2001(H3N2))","","","","c"
"ACF36311","566","Human","HA","H3N2","Hong Kong","N","2001/07/19","Influenza A virus (A/Hong Kong/CUHK24749/2001(H3N2))","","","","c"
"ACF36313","566","Human","HA","H3N2","Hong Kong","N","2001/07/22","Influenza A virus (A/Hong Kong/CUHK24825/2001(H3N2))","","","","c"
"ACF36314","566","Human","HA","H3N2","Hong Kong","N","2001/07/23","Influenza A virus (A/Hong Kong/CUHK24882/2001(H3N2))","","","","c"
"ACF36315","566","Human","HA","H3N2","Hong Kong","N","2001/07/26","Influenza A virus (A/Hong Kong/CUHK24985/2001(H3N2))","","","","c"
"ACF36345","566","Human","HA","H3N2","Hong Kong","N","2001/08/09","Influenza A virus (A/Hong Kong/CUHK33416/2001(H3N2))","","","","c"
"ACF36346","566","Human","HA","H3N2","Hong Kong","N","2001/08/09","Influenza A virus (A/Hong Kong/CUHK33418/2001(H3N2))","","","","c"
"ACF36353","566","Human","HA","H3N2","Hong Kong","N","2001/08/30","Influenza A virus (A/Hong Kong/CUHK34114/2001(H3N2))","","","","c"
"ACF36383","566","Human","HA","H3N2","Hong Kong","N","2001/11/08","Influenza A virus (A/Hong Kong/CUHK50080/2001(H3N2))","","","","c"
"ACF36396","566","Human","HA","H3N2","Hong Kong","N","2001/12/26","Influenza A virus (A/Hong Kong/CUHK51424/2001(H3N2))","","","","c"
"ACF36397","566","Human","HA","H3N2","Hong Kong","N","2001/12/26","Influenza A virus (A/Hong Kong/CUHK51431/2001(H3N2))","","","","c"
"ACF36398","566","Human","HA","H3N2","Hong Kong","N","2001/12/28","Influenza A virus (A/Hong Kong/CUHK51490/2001(H3N2))","","","","c"
"ACF36405","566","Human","HA","H3N2","Hong Kong","N","2002/01/10","Influenza A virus (A/Hong Kong/CUHK5250/2002(H3N2))","","","","c"
"ACF36430","566","Human","HA","H3N2","Hong Kong","N","2002/02/03","Influenza A virus (A/Hong Kong/CUHK6210/2002(H3N2))","","","","c"
"ACF36221","566","Human","HA","H3N2","Hong Kong","N","2002/03/01","Influenza A virus (A/Hong Kong/CUHK13216/2002(H3N2))","","","","c"
"ACF36222","566","Human","HA","H3N2","Hong Kong","N","2002/03/03","Influenza A virus (A/Hong Kong/CUHK13249/2002(H3N2))","","","","c"
